KG id,KG name,Sparql endpoint,SPARQL endpoint URL,Availability of RDF dump (metadata),Availability of RDF dump (query),URL for download the dataset,Inactive links,Age of data,Modification date,Percentage of data updated,Time elapsed since last modification,Historical updates,Languages (query),Languages (metadata),Serialization formats,Availability for download (query),Availability for download (metadata),Use HTTPS,Requires authentication,Average length of URIs (subject),Standard deviation lenght URIs (subject),Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Average length of URIs (predicate),Standard deviation lenght URIs (predicate),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Average length of URIs (object),Standard deviation lenght URIs (object),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),Use RDF structures,License machine redeable (metadata),License machine redeable (query),License human redeable,Minimum latency,25th percentile latency,Median latency,75th percentile latency,Maximum latency,Average latency,Standard deviation of latency,Minimum throughput,25th percentile throughput,Median throughput,75th percentile throughput,Maximum throughput,Average throughput, Standard deviation of throughput, Number of triples (metadata),Number of triples (query),Number of entities,Number of entities counted with regex,Number of property,Dataset update frequency,Degree of connection,Clustering coefficient,Centrality,Number of samAs chains,External links,PageRank,Description,Dataset URL,Is on a trusted provider list,Trust value,Vocabularies,Author (query),Author (metadata),Contributor,Publisher,Sources,Signed, Number of triples,Number of triples linked,Interlinking completeness,New vocabularies defined in the dataset,New terms defined in the dataset,Number of labels/comments present on the data, Percentage of triples with labels,Regex uri,Presence of example,Number of blank nodes,Uses RDF structures,Deprecated classes/properties used,Entities as member of disjoint class,Triples with misplaced property problem,Triples with misplaced class problem,Ontology Hijacking problem,Undefined class used without declaration,Undefined properties used without declaration,Extensional conciseness,Intensional conciseness,Triples with empty annotation problem,Triples with white space in annotation(at the beginning or at the end),Triples with malformed data type literals problem,Functional properties with inconsistent values,Invalid usage of inverse-functional properties,Number of triples updated,Score,Normalized score,Limited,Offline dumps,Url file VoID,Availability VoID file,MinTPNoOff,MeanTPNoOff,MaxTPNoOff,sdTPNoOff,URIs Deferenceability,Availability score,Licensing score,Interlinking score,Performance score,Accuracy score,Consistency score,Conciseness score,Verifiability score,Reputation score,Believability score,Currency score,Volatility score,Completeness score,Amount of data score,Representational-Consistency score,Representational-Conciseness score,Understandability score,Interpretability score,Versatility score,Security score,SKOS mapping properties,U1-value,CS2-value,IN3-value,RC1-value,RC2-value,IN4-value,metadata-media-type,Availability of a common accepted Media Type,U5-value,PE2-value,PE3-value,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
alojamientos-zaragoza,Alojamientos,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",False,absent,False,"0,25",-,-,False,-,-,Web:absent Name:absent Email:absent,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.042,4.167,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,7.517666516313356e-06,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,0,0,1,0.11,0,0,0.19,0,0,0.0,0,0.0,0,0,0,1,0.25,0,1,0,0,0.25,0.69
alpino-rdf,ALPINO RDF Treebank,offline,http://lexinfo.net/corpora/alpino/query.php,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by-sa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1799901,-,-,-,-,-,1,0,"0,000",-,"['Name:lexinfo, value:466794']","0,00012255687505413938",Export of the ALPINO Dutch Treebank to RDF.,absent,False,"0,5",-,-,False,-,-,Web:absent Name: Email:,-,1799901,466794,0.26,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.085,8.467,-,['http://lexinfo.net/corpora/alpino/alpino-rdf.zip'],,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.11,1.2255687505413938e-05,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['HTML', 'api/sparql', 'ZIP']",No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,0,1,1,0.75,1,1,0,1,0.75,2.78
Altawil,AAT-atawil,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://opendefinition.org/licenses/fal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",AAT notes,https://altawil.my.opendatasoft.com,False,"0,75",-,-,"Name: absent, email: abctawil@gmail.com",-,-,Web:https://altawil.my.opendatasoft.com Name:muhanad altawil Email:abctawil@gmail.com,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.108,10.825,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,1,0,1,0.44,1,1,0.74,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,0,0.25,2.24
am-collections-online,Auckland Museum Collections Online,offline,http://api.aucklandmuseum.com,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"{'url': 'http://www.opendefinition.org/licenses/cc-by', 'type': 'cc-by', 'title': 'Creative Commons Attribution'}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,api.aucklandmuseum.com,False,"0,75",-,-,"Name: None, Email:CollectionEnquiries@aucklandmuseum.com",-,-,Web:api.aucklandmuseum.com Name:Absent Email:CollectionEnquiries@aucklandmuseum.com,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.071,7.075,-,[],,VoID file absent,-,-,-,-,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,['api/sparql'],No dump available,0,0,0,1,0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,1,1,1,1.0,1,1,0,0,0.5,2.71
Amer_Nejma,Amer Nejma,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05","Amer Nejma (born November 13,1989) is an Irish-Tunisian Record Producer Based in Ireland. Amer is also known as founder of El Distro Network, Records and Publishing Inc.",https://eldistronetwork.com/amer-nejma/,False,"0,75",-,-,"Name: El Distro Network, email: info@eldistro.co.uk",-,-,Web:https://eldistronetwork.com/amer-nejma/ Name:El Distro Network Email:contact@eldistro.co.uk,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.108,10.825,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,1,0,1,0.44,1,1,0.74,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,0,0.25,2.24
amon,AMOn+: Cultural Variations in Interpersonal Communication Ontology,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",False,absent,False,"0,25",-,-,False,-,-,Web:absent Name:absent Email:absent,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.042,4.167,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,7.517666516313356e-06,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,0,0,1,0.11,0,0,0.19,0,0,0.0,0,0.0,0,0,0,1,0.25,0,1,0,0,0.25,0.69
amsterdam-museum-as-edm-lod,Amsterdam Museum as Linked Open Data in the Europeana Data Model,-,http://data.dive.beeldengeluid.nl/sparql/,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by-sa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000000,-,-,-,-,-,4,"0,500","0,002",-,"['Name:geonames-semantic-web, value:658', 'Name:dbpedia, value:43']","7,565011385127232e-05","The Amsterdam Museum dataset describes more than 70.000 cultural heritage objects related to the city of Amsterdam described by the museum. 

The metadata was retrieved from an XML Web API of the museum's Adlib collection database and converted to RDF compliant with the Europeana Data Model (EDM). This makes the Amsterdam Museum data the first of its kind to be officially converted and made available in this format.",http://semanticweb.cs.vu.nl/lod/am/,False,"0,75",-,-,False,-,-,"Web:http://semanticweb.cs.vu.nl/lod/am/ Name:Victor de Boer, Jan Wielemaker, Jacco van Ossenbruggen, Antoine Isaac, Guus Schreiber Email:v.de.boer@vu.nl",-,5000000,701,0.00,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,9.992,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.165,7.565011385127232e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['api/sparql', 'api/git', 'HTML']",False,0,0,0,1,0,1,0.89,1,1,0.82,1,1,0.0,1,0.75,1,1,1,1,1.0,1,1,0,1,0.75,3.32
analisi-del-blog-http-www-beppegrillo-it,Analisi del blog http://www.beppegrillo.it/,-,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"{'url': 'http://www.opendefinition.org/licenses/cc-by', 'type': 'cc-by', 'title': 'Creative Commons Attribution'}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,Absent,False,"0,5",-,-,False,-,-,Web:Absent Name:Michele Mauri Email:michele.mauri@mail.polimi.it,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,4.992,-,[],,VoID file absent,-,-,-,-,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.165,7.517666516313356e-06,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['CSV', 'CSV', 'CSV', 'CSV']",No dump available,0,0,0,1,0,1,0.44,0,1,0.57,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,0,0.25,2.07
animal-diversity-web,Animal Diversity Web,-,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"{'type': 'other-closed', 'title': 'Other (Not Open)'}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,http://animaldiversity.ummz.umich.edu/site/about/overview.html,False,"0,75",-,-,False,-,-,"Web:http://animaldiversity.ummz.umich.edu/site/about/overview.html Name:Hammond, G., M. Blankenship and K. Francl Email:Absent",-,0,0,0,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.075,7.492,-,[],,VoID file absent,-,-,-,-,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.165,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,['RDF'],No dump available,0,0,0,1,0,1,0.44,0,1,0.57,0,1,0.0,1,0.5,1,1,1,1,1.0,1,1,0,0,0.5,2.57
Anime,Anime Dataset,-,,1,-,['https://docs.google.com/spreadsheets/d/1IGFA1xlNSJUKKdoVLZub8xyK2yBRKJ0NxRy0yDt8AIg/edit#gid=2140525863'],False,-,-,-,-,-,-,absent,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://opendefinition.org/licenses/fal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19312,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05","We are using an Anime Dataset to get information about our favorite anime. Anime is computer generated Animation originating from Japan. Our Dataset contains unique identifiers for each Anime. Title of the anime, Synopsis of the Anime which is the brief summary of the anime. The Genre of the anime, along with the Air Date of the Anime,no. Episodes, members, popularity, ranking, score, image_url and Anime link on the most famous Anime Website MyAnimeList.com.",http://www.semanticweb.org/asim/ontologies/2023/0/Anime#,False,"0,75",-,-,"Name: absent, email: joe.crimaldi@gmail.com",-,-,Web:http://www.semanticweb.org/asim/ontologies/2023/0/Anime# Name:Ejaz Habib Dar Email:i181657@nu.edu.pk,-,19312,0,0.00,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.121,12.075,-,[],,VoID file absent,-,-,-,-,-,0.5,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,['JPEG '],False,0,0,0,1,0,1,0.67,1,1,0.78,1,1,0.0,1,0.75,1,1,0,1,0.75,0,1,0,0,0.25,2.53
anno,ANNO,-,,1,-,['https://raw.githubusercontent.com/annosaxfdm/ontology/dist/anno.ttl'],True,-,-,-,-,-,-,absent,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29928,-,-,-,-,-,1,0,"0,000",-,"['Name:Bioportal, value:514']","0,0001101813895818972","The Anthropological Notation Ontology (ANNO) allows the systematic and standardized classification of recovered bone finds into the skeletal system, the description of the skeletal pieces, and the definition of functions for the derivation of different phenotypes of humans in forensic and historical anthropology. ANNO consists of two components: ANNOdc, a domain-core ontology providing core entities such as basic anatomical categories, and ANNOds, a domain-specific ontology used for annotating structures of the human skeleton. ANNO is integrated into AnthroWorks3D, a photogrammetry pipeline and application for the creation and analysis of 3D-models of human skeletal remains. The integration is based on the three-ontology method with the General Formal Ontology as the top-level ontology, ANNOdc as the task ontology and ANNOds as the domain ontology. Thus, AnthroWorks3D only needs to implement access to the entities (classes and properties) of the task ontology, whereas the entities of the corresponding domain ontology are imported dynamically. ANNO supports the analysis of skeletal and bone finds in forensic and historical anthropology, facilitating the standardization of data annotation and ensuring accurate preservation of information for posterity.",https://annosaxfdm.de/,False,"0,75",-,-,"Name: absent, email: konrad@gmx.at",-,-,Web:https://annosaxfdm.de/ Name:Konrad Höffner Email:konrad.hoeffner@uni-leipzig.de,-,29928,514,0.02,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.108,10.825,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,1.101813895818972e-05,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['application/n-triples', 'application/n-triples', 'application/n-triples', 'application/n-triples', '', '', '']",True,0,0,0,1,0,1,0.78,1,1,0.8,1,1,0.0,1,0.75,1,1,1,1,1.0,1,1,0,1,0.75,3.3
AntiqueCarsCollection,Antique Cars Collection (Linked Cars),-,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,504,-,-,-,-,-,2,0,"0,001",-,"['Name:wikidata, value:25', 'Name:dbpedia, value:21']","7,518226133251417e-05","This dataset concerns a collection of 21 antique cars owned by different organizations around the world. It has been used in a proof-of-concept Semantic Web application (demonstrating Web components and JSON-LD data).
Created by Markopoulos Athanasios, student of the University of the Aegean, Dept. of Cultural Technology and Communication, 2021 (as part of his graduate thesis).",http://linkedcars.mywebcommunity.org/Main.html,False,"0,75",-,-,"Name: absent, email: auiop664@gmail.com",-,-,Web:http://linkedcars.mywebcommunity.org/Main.html Name:Kotis Konstantinos Email:kotis@aegean.gr,-,504,46,0.09,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.096,9.575,-,['http://linkedcars.mywebcommunity.org/LinkedCars.json'],,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.5182261332514164e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,['application/ld+json'],No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
apache,apache,-,,1,-,[],False,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,3,"1,000","0,001",-,"['Name:w3c, value:5', 'Name:personal-homepages, value:104']","0,0001553627880100992",,absent,False,"0,25",-,-,False,-,-,Web:absent Name: Email:,-,0,109,0,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.097,9.717,-,[],,VoID file absent,-,-,-,-,-,0.5,0.5,0.0,0,0.0,0.0,0.0,0.11,1.5536278801009922e-05,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],False,0,0,0,1,0,1,0.56,1,1,0.76,1,1,0.0,1,0.75,1,0,0,1,0.5,0,1,0,1,0.5,2.51
apertium-rdf,Apertium RDF,-,http://linguistic.linkeddata.es/apertium/sparql-editor/,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8842516,-,-,-,-,-,2,"1,000","0,001",-,"['Name:babelnet, value:277089', 'Name:lexinfo, value:690650']","0,0001704986250434952","This dataset groups all the Apertium RDF bilingual dictionaries (see the whole list at  http://datahub.ckan.io/dataset?q=apertium+rdf&organization=oeg-upm). The dictionaries were converted into RDF from their LMF version, which can be found in Meta-Share (http://metashare.upf.edu/). The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). 
The Apertium RDF version has been generated by OEG (Universidad Politécnica de Madrid) jointly with IULA (Universitat Pompeu Fabra).
More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/",absent,False,"0,5",-,-,False,-,-,"Web:absent Name:Universitat d'Alacant. Grup Transducens ; Eleka Ingenieritza Linguistikoa S.L ; Prompsit Language Engineering, S.L ; Jimmy O'Regan ; Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) ; and others Email:",-,8842516,967739,0.11,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,5.967,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.11,1.704986250434952e-05,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['SPARQL', 'RDF', 'RDF', 'RDF', '']",True,0,0,0,1,0,1,0.78,1,1,0.8,1,1,0.0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
apertium-rdf-ca-it,Apertium RDF CA-IT,Available,http://linguistic.linkeddata.es/sparql/,1,False,[],True,-,False,0.0%,-,[],"['en', 'es', 'de', 'fr', 'it', 'la', 'ca', 'sv', 'se', 'gl', 'pt', 'ro', 'oc', 'eu', 'ast', 'an', 'eo']",{},[],False,1,True,False,"86,98057398057398 (out of 1000000 triples considered)","37,07024136464372",15,"66,0","73,0","122,0",360,"49,796460176991154 (out of 231 triples considered)","9,089680321915003",30,"43,0","50,0","56,0",75,"60,36624059504184 (out of 999996 triples considered)","27,844017450000155",10,"34,0","60,0","73,0",261,True,False,http://purl.oclc.org/NET/rdflicense/gpl-3.0,False,"0,213","0,215","0,237","0,265","0,324","0,251","0,041",4,"5,0","5,0","5,0",5,"4,9","0,3",180851,10664488,-,-,32,[],2,"1,000","0,001",22,"['Name:babelnet, value:14212', 'Name:lexinfo, value:14592']","7,795131943281032e-05",RDF version of the Apertium bilingual dictionary CA-IT. The original dataset (in LMF) comes from http://hdl.handle.net/10230/17105. The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,False,"0,5",[],[],False,[],[],Web:absent Name:Antonio Toral ; Mireia Ginestí Rosell ; Francis M. Tyers ; Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) Email:,False,10664488,28804,0.00,[],"['http://www.openlinksw.com/schemas/virtrdf#QuadMapFormat', 'http://www.openlinksw.com/schemas/virtrdf#QuadStorage', 'http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMap', 'http://www.openlinksw.com/schemas/virtrdf#QuadMap', 'http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapFormat', 'http://www.openlinksw.com/schemas/virtrdf#QuadMapValue', 'http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapATable', 'http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapColumn', 'http://www.openlinksw.com/schemas/virtrdf#QuadMapColumn', 'http://www.openlinksw.com/schemas/virtrdf#QuadMapFText', 'http://www.openlinksw.com/schemas/virtrdf#QuadMapATable', 'http://www.openlinksw.com/schemas/virtrdf#array-of-string', 'http://www.lemon-model.net/lemon#Form', 'http://www.lemon-model.net/lemon#LexicalEntry', 'http://www.lemon-model.net/lemon#LexicalSense', 'http://purl.org/net/translation#Translation', 'http://www.lemon-model.net/lemon#Lexicon', 'http://geo.linkeddata.es/ontology/Municipio', 'http://purl.org/net/def/metashare#Corpus', 'http://purl.org/net/def/metashare#Person', 'http://purl.org/net/def/metashare#Documentation', 'http://purl.org/net/def/metashare#Organization', 'http://purl.org/net/def/metashare#Actor', 'http://purl.org/net/def/metashare#DistributionInfo', 'http://purl.org/net/def/metashare#LexicalConceptualResource', 'http://purl.org/net/def/metashare#Project', 'http://purl.org/net/def/metashare#DocumentInfo', 'http://purl.org/net/def/metashare#LicenseInfo', 'http://purl.org/net/translation#TranslationSet', 'http://www.w3.org/ns/lemon/ontolex#LexicaSense', 'http://www.w3.org/ns/lemon/vartrans/Translation', 'http://purl.org/net/def/metashare#Organisation', 'http://purl.org/net/def/metashare#ContactPerson', 'http://www.lemon-model.net/lemon#LexicalForm']",3035,0.03%,[],False,158126,True,1.0,-,1.0,1.0,True,1.0,0.9999848093973194,0.98758 (out of 1000000 triples considered),1.0 (out of 30 triples considered),1.0,0.984843492586491,1.0,1.0,1.0,False,0.456,45.613,True,"['https://old.datahub.io/dataset/5f0bdc5d-a515-4d40-87a4-521606fd2ff8/resource/ad1382ce-9a76-420a-97d6-ee05bbc7aa2d/download/apertium-ca-it_rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/lexiconIT', 'http://linguistic.linkeddata.es/id/apertium/tranSetCA-IT']",,VoID file absent,5,"4,9",5,"0,3",0.0,0.5,0.0,4.1258427033721635e-07,1.0,0.9969686985172981,0.4,0.99379,0.11,7.795131943281032e-06,0.5,0.0,0.0,0.0,0.6666666666666666,0.7017543859649122,0.5914983382949058,7.114734434508248e-05,0.9950829174095599,0.6666666666666666,1.0,0,0.0002845893773803299,1.0,0,0.18299705166642102,0.9999996249233906,0.9901662098957293,"['ZIP', 'rdf/turtle', 'rdf/turtle', 'rdf/turtle', 'SPARQL', 'RDF', 'BIN', 'RDF']",True,0,1.0,1.0,1,0.0,1,0.89,1,1,0.82,1,1,1.0,1,1.0,1,1,1,1,1.0,1,1,0,1,0.75,3.57
